jobName,jobAddrNoDesc,jobAddrNoDesc_en,custName,tech_skills,periodDesc,periodDesc_en,coIndustryDesc,coIndustryDesc_en,optionEdu,optionEdu_en
軟體工程師,桃園市,Taoyuan City,創智車電股份有限公司,,經歷不拘,Experience not required,汽車及其零件製造業,Automotive Manufacturing,大學,Bachelor's Degree
後端工程師,台北市,Taipei City,千陽號旅行社有限公司,"CSS, HTML, Javascript, Python",經歷不拘,Experience not required,旅遊服務業,Tourism,大學,Bachelor's Degree
使用介面設計師,台北市,Taipei City,微巨行動科技股份有限公司,RWD,經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
B07-軟體工程師(PG)_旅遊營運系統部_跨域整合組,台北市,Taipei City,雄獅資訊科技股份有限公司,"C#, CSS, Git, HTML, Javascript, MongoDB",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
軟體助理工程師,新北市,New Taipei City,曜通資訊有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
ASP.Net C#軟體工程師,台北市,Taipei City,優玩科技有限公司,".NET, AWS, C#, Git",2年以上,2+ years,電腦軟體服務業,Software Services,學歷不拘,No degree required
後端工程師,台北市,Taipei City,展睿資訊股份有限公司,"Java, PostgreSQL",3年以上,3+ years,電腦軟體服務業,Software Services,高中,High School Diploma
軟體開發工程師(實習),台北市,Taipei City,聯瞻資訊股份有限公司,Git,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
APP開發工程師,台北市,Taipei City,數位資安系統股份有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,高中,High School Diploma
Foundry R&amp;D Engineer,新竹縣,Hsinchu County,安矽思科技股份有限公司,,經歷不拘,Experience not required,其他半導體相關業,Other Semiconductor,碩士,Master's Degree
【研發部】遊戲前端工程師,台北市,Taipei City,Finger Game_芬格國際股份有限公司,"Git, Javascript, Typescript",2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
AI 軟體醫材試驗研究員,新竹縣,Hsinchu County,亞法貝德生技股份有限公司,,2年以上,2+ years,生化科技研發業,Biotech R&D,碩士,Master's Degree
ALM DevOps 開發顧問,新北市,New Taipei City,睿志科技股份有限公司,"Azure, Javascript",經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
軟體工程師(C#、WPF)(歡迎新鮮人),台北市,Taipei City,凱衛資訊股份有限公司,C#,1年以上,1+ year,電腦系統整合服務業,System Integration,專科,Associate Degree
【台中/西屯】軟體工程師（有經驗）,台中市,Taichung City,眾至資訊股份有限公司,"HTML, Javascript",2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
【學期實習生專區】AI Agent LLM 開發軟體工程師,台北市,Taipei City,富萱科技股份有限公司,React,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
【資訊部】前端工程師（Front-End Developer）,台北市,Taipei City,台灣知識庫股份有限公司,"CSS, Git, HTML, Javascript, RWD, Vue",1年以上,1+ year,數位內容產業,Digital Content,大學,Bachelor's Degree
自動化測試工程師,台中市,Taichung City,奇點數據行銷有限公司,,經歷不拘,Experience not required,廣告行銷公關業,Advertising & PR,專科,Associate Degree
後端開發工程師Backend Developer(ASP.NET),台北市,Taipei City,海棠設計股份有限公司,"C#, CSS, Git, HTML, Javascript, PostgreSQL",2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
軟體工程師,桃園市,Taoyuan City,創智車電股份有限公司,,經歷不拘,Experience not required,汽車及其零件製造業,Automotive Manufacturing,大學,Bachelor's Degree
後端工程師,台中市,Taichung City,博聿股份有限公司,"CSS, Git, HTML, Javascript, Node.js, React",經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中以下,Below High School
ASP.Net C#軟體工程師,台北市,Taipei City,優玩科技有限公司,".NET, AWS, C#, Git",2年以上,2+ years,電腦軟體服務業,Software Services,學歷不拘,No degree required
Full Stack Developer 全端工程師 ,台北市,Taipei City,美商希爾士科技股份有限公司台灣分公司,"Javascript, React",經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
軟體開發工程師(實習),台北市,Taipei City,聯瞻資訊股份有限公司,Git,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
APP開發工程師,台北市,Taipei City,數位資安系統股份有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,高中,High School Diploma
Foundry R&amp;D Engineer,新竹縣,Hsinchu County,安矽思科技股份有限公司,,經歷不拘,Experience not required,其他半導體相關業,Other Semiconductor,碩士,Master's Degree
AI 軟體醫材試驗研究員,新竹縣,Hsinchu County,亞法貝德生技股份有限公司,,2年以上,2+ years,生化科技研發業,Biotech R&D,碩士,Master's Degree
【台中/西屯】軟體工程師（有經驗）,台中市,Taichung City,眾至資訊股份有限公司,"HTML, Javascript",2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
助理工程師,台北市,Taipei City,義聯電資訊股份有限公司,,經歷不拘,Experience not required,網際網路相關業,Internet,專科,Associate Degree
科技金融_核心外滙系統人員,台北市,Taipei City,O-Bank_王道商業銀行股份有限公司,,2年以上,2+ years,銀行業,Banking,大學,Bachelor's Degree
全端工程師,台北市,Taipei City,DAC_台灣迪艾思股份有限公司,"CSS, HTML, Javascript, Node.js, React, SQL, Vue",1年以上,1+ year,廣告行銷公關業,Advertising & PR,大學,Bachelor's Degree
【台中】品質推進工程師（Quality Advocate / QA Engineer）,台中市,Taichung City,今網智慧科技股份有限公司,"Git, Java, Python",經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
後端工程師,台北市,Taipei City,智域國際股份有限公司,"Azure, C#, Git, SQL",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
Front End 前端程式設計師,台北市,Taipei City,緯德科技股份有限公司 (TechLink Corporation),"CSS, HTML, Javascript",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
東海大學人工智慧中心誠徵Python開發工程師,台中市,Taichung City,東海大學,Python,經歷不拘,Experience not required,其他教育服務業,Other Education,大學,Bachelor's Degree
研發工程師(教育),高雄市,Kaohsiung City,醫百科技股份有限公司,,經歷不拘,Experience not required,醫療器材製造業,Medical Devices,大學,Bachelor's Degree
軟體設計資深工程師_龍門設備平台(中科)*,台中市,Taichung City,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,,3年以上,3+ years,其他電子零組件相關業,Other Electronic Components,碩士,Master's Degree
【Meta上班】BSP Software Engineer,台北市,Taipei City,台灣創通聯達智能技術有限公司,,7年以上,7+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
測試工程師 QA Engineer,台北市,Taipei City,偉康科技股份有限公司,SQL,3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
.Net駐點工程師(新竹市東區)(SI1-AHC13),新竹市,Hsinchu City,艾帝浦杰股份有限公司,".NET, C#, SQL",3年以上,3+ years,電腦軟體服務業,Software Services,學歷不拘,No degree required
【資訊處】資訊部_系統開發師,桃園市,Taoyuan City,風澤醫療體系_風澤中醫診所,".NET, SQL",2年以上,2+ years,診所,Clinics,大學,Bachelor's Degree
【S】車用軟體測試工程師,新北市,New Taipei City,富智康國際股份有限公司,Python,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Google Analytics (GA) Consultant,台北市,Taipei City,美庫爾數據商務顧問股份有限公司,"AWS, Azure, HTML, Javascript, Python",經歷不拘,Experience not required,工商顧問服務業,Business Consulting,學歷不拘,No degree required
證券公司資訊人員(應用系統五組),台北市,Taipei City,兆豐證券股份有限公司,,2年以上,2+ years,證券及期貨業,Securities,大學,Bachelor's Degree
鼎新T100/TT軟體工程師,新北市,New Taipei City,鼎新數智股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Java全端開發工程師 (PS2A0),台北市,Taipei City,資拓宏宇國際股份有限公司,"CSS, HTML, Java, Javascript, PostgreSQL, SQL, Spring, Typescript, Vue",2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
LabVIEW軟體工程師（台中）,台中市,Taichung City,智造科技股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,學歷不拘,No degree required
遊戲程式設計師(休閒類遊戲),新北市,New Taipei City,宇峻奧汀科技股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Acoustic Engineer 聲學工程師,台北市,Taipei City,洞見未來科技股份有限公司,C++,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
GD-遊戲工程師,台中市,Taichung City,冠宇數位科技股份有限公司,,經歷不拘,Experience not required,其他商品批發業,Other Wholesale,大學,Bachelor's Degree
軟體人才(自動化控制)-竹北,新竹縣,Hsinchu County,晶彩科技股份有限公司,C#,經歷不拘,Experience not required,半導體製造業,Semiconductor Manufacturing,大學,Bachelor's Degree
研發單位-軟韌體研發-實習生,新竹縣,Hsinchu County,智邦科技股份有限公司,Python,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
資深PHP後端程式設計師,新北市,New Taipei City,可思科技股份有限公司,AWS,2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
ASP.NET Core API 程式設計師,台北市,Taipei City,精誠隨想行動科技股份有限公司,C#,經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
工程部-車用充電樁 PE產品工程師(桃園廠),桃園市,Taoyuan City,微星科技股份有限公司,,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,專科,Associate Degree
【總公司】ASP.NET後端資深工程師 (Backend Engineer)-(智慧運輸部),台北市,Taipei City,嘉里大榮物流股份有限公司,"Git, Oracle, SQL",2年以上,2+ years,汽車貨運業,Truck Transportation,專科,Associate Degree
網頁前端工程師,台北市,Taipei City,集星資通股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
軟體工程師,台南市,Tainan City,矽響先創科技股份有限公司,"AWS, Azure, Django, Java, MongoDB, Node.js, PostgreSQL, Python, SQL",經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
資訊工程師(智能服務處),台北市,Taipei City,台塑網科技股份有限公司,"C#, Python",經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
iOS  工程師,台北市,Taipei City,百商數位科技股份有限公司,Git,經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
機率工程師,台中市,Taichung City,樂澄娛樂有限公司,,經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
資訊助理,新竹縣,Hsinchu County,亞翔集團_亞翔工程股份有限公司,,經歷不拘,Experience not required,建築及工程技術服務業,Engineering Services,大學,Bachelor's Degree
新人類 BPM系統維護工程師~擴大召募~,桃園市,Taoyuan City,智偉織造股份有限公司,,1年以上,1+ year,紡織成衣業,Textile,大學,Bachelor's Degree
【明基佳世達集團】 (達昇能源)軟體開發工程師,桃園市,Taoyuan City,羅昇企業股份有限公司,AWS,2年以上,2+ years,自動控制相關業,Automation,大學,Bachelor's Degree
軟體工程師,台中市,Taichung City,薩摩亞商鈞興傳動有限公司台灣分公司,C#,經歷不拘,Experience not required,金屬加工用機械製造修配業,Metalworking Machinery,專科,Associate Degree
軟體測試工程師,桃園市,Taoyuan City,百一電子股份有限公司,,1年以上,1+ year,通訊機械器材相關業,Communications Equipment,大學,Bachelor's Degree
科技金融_專案管理師(Infra),台北市,Taipei City,中國信託商業銀行股份有限公司,,2年以上,2+ years,銀行業,Banking,大學,Bachelor's Degree
【RD1-D-1】(軟體)研發助理/工程師-新竹,新竹縣,Hsinchu County,泓格科技股份有限公司,,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
資訊專業人員(研發中心計畫專任助理),台北市,Taipei City,國立臺北科技大學,,經歷不拘,Experience not required,大專校院教育事業,Higher Education,碩士,Master's Degree
Sr. Front-End engineer,台北市,Taipei City,美商昇迪凡科技術有限公司台灣分公司,"Angular, CSS, Git, HTML, Javascript, React, Vue",4年以上,4+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
行動應用工程師 React Native Engineer,台北市,Taipei City,拓荒數碼科技股份有限公司,React,1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
物聯網軟體工程師,台中市,Taichung City,原人股份有限公司,"C#, CSS, HTML, Python",經歷不拘,Experience not required,網際網路相關業,Internet,高中,High School Diploma
網路爬蟲工程師,台北市,Taipei City,住通科技股份有限公司,"C#, HTML, Javascript, Python",2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
衛生福利部桃園醫院資訊室(程式開發組)約用資訊師1名,桃園市,Taoyuan City,衛生福利部桃園醫院(人事室),,經歷不拘,Experience not required,醫院,Hospitals,大學,Bachelor's Degree
物聯網工程師(國立中山大學數位內容及多媒體技術研究中心),高雄市,Kaohsiung City,國立中山大學_資訊工程學系,,經歷不拘,Experience not required,大專校院教育事業,Higher Education,大學,Bachelor's Degree
前端工程師(台北地區),台北市,Taipei City,福能股份有限公司,"CSS, Git, HTML, Vue",2年以上,2+ years,光電產業,Optoelectronics,大學,Bachelor's Degree
ERP工程師,桃園市,Taoyuan City,英屬開曼群島商宸大科技股份有限公司台灣分公司,,經歷不拘,Experience not required,橡膠製品製造業,Rubber Manufacturing,專科,Associate Degree
產品應用工程師,新竹縣,Hsinchu County,大芯科技股份有限公司,,3年以上,3+ years,半導體製造業,Semiconductor Manufacturing,專科,Associate Degree
物聯網平台開發資深工程師,台北市,Taipei City,富鴻網股份有限公司,,3年以上,3+ years,其他電信及通訊相關業,Other Telecom,大學,Bachelor's Degree
軟體測試工程師 (QA/QC Engineer)  (研發部),台北市,Taipei City,思偉達創新科技股份有限公司,Javascript,1年以上,1+ year,其它軟體及網路相關業,Other IT,專科,Associate Degree
應用軟體工程師-桃園南崁,桃園市,Taoyuan City,鴻海精密工業股份有限公司,,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
夏璽玥網路有限公司_app 應用開發實習生,台北市,Taipei City,臺北市政府青年實習平臺,"Git, Java",經歷不拘,Experience not required,政府／民意機關,Government,學歷不拘,No degree required
Java全端開發工程師 (PS2A0),台北市,Taipei City,資拓宏宇國際股份有限公司,"CSS, HTML, Java, Javascript, PostgreSQL, SQL, Spring, Typescript, Vue",2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
【實習生專區】-系統開發B組實習生｜完整培訓＋實務經驗＋優先轉正機會,台北市,Taipei City,人工智能股份有限公司,".NET, Java, SQL",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,高中,High School Diploma
【數位驅動】資料科學工程師_ 數據管理_I00003122,台北市,Taipei City,國泰世華商業銀行股份有限公司,,經歷不拘,Experience not required,銀行業,Banking,學歷不拘,No degree required
產品經理,台北市,Taipei City,原星科技股份有限公司,,3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
軟體工程師,高雄市,Kaohsiung City,鉅明股份有限公司,,經歷不拘,Experience not required,育樂用品製造業,Recreational Goods,大學,Bachelor's Degree
Application Engineer,台北市,Taipei City,美商世紀新訊股份有限公司台灣分公司,".NET, C#",1年以上,1+ year,電腦軟體服務業,Software Services,大學,Bachelor's Degree
軟體研發工程師-台北研發總處,新北市,New Taipei City,展達通訊股份有限公司_群光集團關係企業,"C#, Python",1年以上,1+ year,電腦及其週邊設備製造業,Computer Hardware,專科,Associate Degree
Business Application Specialist,台北市,Taipei City,野村證券投資信託股份有限公司,,3年以上,3+ years,證券及期貨業,Securities,大學,Bachelor's Degree
資安檢測實習生,台北市,Taipei City,鑒真數位有限公司,,經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,專科,Associate Degree
全端工程師,高雄市,Kaohsiung City,台灣雙葉電子股份有限公司,,5年以上,5+ years,其他電子零組件相關業,Other Electronic Components,學歷不拘,No degree required
Embedded System Engineer(竹北),新竹縣,Hsinchu County,宸鴻光電科技股份有限公司,,7年以上,7+ years,光電產業,Optoelectronics,大學,Bachelor's Degree
JAVA軟體工程師(內湖),台北市,Taipei City,國眾電腦股份有限公司,"HTML, Javascript, SQL, Spring",2年以上,2+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
APP工程師,台中市,Taichung City,寶元數控股份有限公司,,1年以上,1+ year,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
(135-1)【台北軟體研發中心】- 軟體工程師 (AAOS連網應用開發),新北市,New Taipei City,鴻海精密工業股份有限公司,Java,2年以上,2+ years,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
應用系統程式設計人員(資二組),台北市,Taipei City,華南永昌綜合證券股份有限公司,"C#, SQL",經歷不拘,Experience not required,證券及期貨業,Securities,專科,Associate Degree
總管理處【軟體專案管理師】,台北市,Taipei City,雲門舞集舞蹈教室_雲門國際事業股份有限公司,,3年以上,3+ years,藝文服務業,Art & Culture Services,專科,Associate Degree
Frontend Engineer 前端軟體工程師,台北市,Taipei City,圖策科技股份有限公司,"AWS, Azure, C++, CSS, Git, HTML, Java, Javascript, Node.js, PostgreSQL, Python, React",2年以上,2+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
行動應用工程師 React Native Engineer,台北市,Taipei City,拓荒數碼科技股份有限公司,React,1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
資訊處專案開發中心系統設計師,台北市,Taipei City,中天電視股份有限公司,"Angular, CSS, Git, HTML, Java, RWD, React, Vue",3年以上,3+ years,廣播電視節目供應業,Broadcasting,專科,Associate Degree
【擴大招募】RPA程式開發工程師 (初階 / 培訓課程) - RPA Junior Engineer,新北市,New Taipei City,奧衍股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
【研究發展處】Big Data Engineer 資料工程師 / Senior Big Data Engineer 資深資料工程師,台北市,Taipei City,現觀科技股份有限公司,"Python, SQL",經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Web GIS開發工程師,台北市,Taipei City,工一科技有限公司,"CSS, HTML, Javascript, SQL",經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
全端軟體工程師【Full-Stack Engineer】,台中市,Taichung City,富錦未來股份有限公司,"CSS, HTML, Javascript, React, Typescript",1年以上,1+ year,不動產經營業,Real Estate,專科,Associate Degree
軟/韌體工程師(新竹),新竹市,Hsinchu City,首崴電子股份有限公司,C++,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,碩士,Master's Degree
軟體助理工程師【製造總部】(桃園),桃園市,Taoyuan City,佳世達科技股份有限公司,,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,專科,Associate Degree
【內湖】軟體部-軟體工程師,台北市,Taipei City,勝圖國際企業股份有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Sr. Front-End engineer,台北市,Taipei City,美商昇迪凡科技術有限公司台灣分公司,"Angular, CSS, Git, HTML, Javascript, React, Vue",4年以上,4+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
.資深全端工程師/副理（台北總公司 ),台北市,Taipei City,崇越科技股份有限公司,"React, Vue",3年以上,3+ years,其他半導體相關業,Other Semiconductor,大學,Bachelor's Degree
專任研究助理(王建民老師實驗室),台北市,Taipei City,中央研究院資訊科學研究所,,經歷不拘,Experience not required,其他專業／科學及技術業,Other Professional Services,碩士,Master's Degree
"區塊鏈工程師 Blockchain Engineer (RD) (數數發中心, DDT)_I00014558",台北市,Taipei City,國泰金控_國泰金融控股股份有限公司,,1年以上,1+ year,金融控股業,Financial Holding,學歷不拘,No degree required
Software Engineer(Taipei),台北市,Taipei City,點序科技股份有限公司,,經歷不拘,Experience not required,IC設計相關業,IC Design,大學,Bachelor's Degree
軟體工程師 Software Engineer (C++),台北市,Taipei City,英屬開曼群島商繹勝科技有限公司台灣分公司,"C++, Python, SQL",經歷不拘,Experience not required,其他投資理財相關業,Other Investment,高中,High School Diploma
ERP 資訊⼯程師 (OSU),台北市,Taipei City,大聯大控股股份有限公司,"Java, Oracle, SQL",1年以上,1+ year,其他半導體相關業,Other Semiconductor,大學,Bachelor's Degree
【Software】Intern ( 電腦繪圖 / 電腦視覺領域 ),台北市,Taipei City,未來市股份有限公司,Python,經歷不拘,Experience not required,電腦軟體服務業,Software Services,碩士,Master's Degree
[台中] 軟體工程師 (Golang),台中市,Taichung City,天鏡科技股份有限公司,PostgreSQL,1年以上,1+ year,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
資訊處-跨行系統開發人員,台北市,Taipei City,永豐商業銀行股份有限公司,,2年以上,2+ years,銀行業,Banking,大學,Bachelor's Degree
C#高級開發工程師,台北市,Taipei City,漢聯海運承攬運送有限公司,,5年以上,5+ years,貨運承攬業,Freight Forwarding,大學,Bachelor's Degree
測試開發工程師(無經驗可)– Test Development Engineer (No experience required),彰化縣,Changhua County,怡利電子工業股份有限公司,,經歷不拘,Experience not required,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
研發主管,新北市,New Taipei City,互動資通股份有限公司,,10年以上,10+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
iOS Developer,台北市,Taipei City,鴻圖股份有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
全端軟體工程師【Full-Stack Engineer】,台中市,Taichung City,富錦未來股份有限公司,"CSS, HTML, Javascript, React, Typescript",1年以上,1+ year,不動產經營業,Real Estate,專科,Associate Degree
.資深全端工程師/副理（台北總公司 ),台北市,Taipei City,崇越科技股份有限公司,"React, Vue",3年以上,3+ years,其他半導體相關業,Other Semiconductor,大學,Bachelor's Degree
資訊人員,台中市,Taichung City,太平洋百貨_豐洋興業股份有限公司豐原分公司,SQL,經歷不拘,Experience not required,百貨相關業,Department Stores,大學,Bachelor's Degree
【RD6-S-1】(軟體)研發助理工程師-板橋,新北市,New Taipei City,泓格科技股份有限公司,,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,專科,Associate Degree
亞洲大學附屬醫院資訊室 助理工程師,台中市,Taichung City,亞洲大學附屬醫院,,3年以上,3+ years,醫院,Hospitals,大學,Bachelor's Degree
資訊處-生成式AI 開發工程師,台北市,Taipei City,永豐商業銀行股份有限公司,"HTML, Javascript, MongoDB, Python",經歷不拘,Experience not required,銀行業,Banking,大學,Bachelor's Degree
Firmware Engineer (Protocol Specialist) - 板橋 (Req:20059),新北市,New Taipei City,美商Fortinet_英屬蓋曼群島商防特網股份有限公司台灣分公司,,8年以上,8+ years,網際網路相關業,Internet,大學,Bachelor's Degree
Azure Devops開發工程師(FJ),台北市,Taipei City,德義資訊股份有限公司,"Azure, C#, Python",2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
後端軟體工程師 (Backend),台北市,Taipei City,攜利媒體有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,專科,Associate Degree
系統工程師,台北市,Taipei City,國立臺灣師範大學_科技應用與人力資源發展學系,"CSS, HTML, Javascript, MongoDB, Python",經歷不拘,Experience not required,大專校院教育事業,Higher Education,專科,Associate Degree
資深自動控制工程師 Lead/Project Automation Engineer,台中市,Taichung City,新加坡商羅福斯有限公司台灣分公司,,3年以上,3+ years,電腦及其週邊設備製造業,Computer Hardware,專科,Associate Degree
"AR軟體工程師(APP, 竹南)",苗栗縣,Miaoli County,GIS-KY(6456)業成集團_英特盛科技股份有限公司,"C#, C++, Java, Python",經歷不拘,Experience not required,光電產業,Optoelectronics,大學,Bachelor's Degree
軟體開發工程師 II,新北市,New Taipei City,南亞科技股份有限公司,,經歷不拘,Experience not required,半導體製造業,Semiconductor Manufacturing,大學,Bachelor's Degree
(128-1)【台北軟體研發中心】- 自動駕駛電控演算法工程師 ,新北市,New Taipei City,鴻海精密工業股份有限公司,,1年以上,1+ year,消費性電子產品製造業,Consumer Electronics,碩士,Master's Degree
.資深全端工程師/副理（台北總公司 ),台北市,Taipei City,崇越科技股份有限公司,"React, Vue",3年以上,3+ years,其他半導體相關業,Other Semiconductor,大學,Bachelor's Degree
(Sr.) C++ Developer / Image Processing影像處理 - Fully Remote,台北市,Taipei City,Zealogics Taiwan_美商邏輯技術有限公司台灣分公司,"C++, Git",3年以上,3+ years,電腦系統整合服務業,System Integration,碩士,Master's Degree
行動應用工程師 React Native Engineer,台北市,Taipei City,拓荒數碼科技股份有限公司,React,1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
Senior Embedded Software Engineer (Security Team),台北市,Taipei City,網件有限公司,,6年以上,6+ years,網際網路相關業,Internet,專科,Associate Degree
全端軟體工程師【Full-Stack Engineer】,台中市,Taichung City,富錦未來股份有限公司,"CSS, HTML, Javascript, React, Typescript",1年以上,1+ year,不動產經營業,Real Estate,專科,Associate Degree
全端工程師,新北市,New Taipei City,安宏生醫股份有限公司,"C#, CSS, Django, Git, HTML, Javascript, Python, React, SQL, Vue",經歷不拘,Experience not required,生化科技研發業,Biotech R&D,大學,Bachelor's Degree
軟體開發工程師,高雄市,Kaohsiung City,百世教育科技股份有限公司,HTML,經歷不拘,Experience not required,其他教育服務業,Other Education,專科,Associate Degree
"AR軟體工程師(APP, 竹南)",苗栗縣,Miaoli County,GIS-KY(6456)業成集團_英特盛科技股份有限公司,"C#, C++, Java, Python",經歷不拘,Experience not required,光電產業,Optoelectronics,大學,Bachelor's Degree
軟體開發工程師(資訊專員),高雄市,Kaohsiung City,連宜股份有限公司,".NET, C#, SQL",經歷不拘,Experience not required,綜合商品批發代理業,General Wholesale,專科,Associate Degree
ASP.NET MVC 網頁程式設計師 / 全端工程師【SGH0010 戰略數據中心】,台北市,Taipei City,"大江生醫股份有限公司(TCI CO., Ltd)",".NET, C#, CSS, Git, HTML, Java, Javascript, SQL",1年以上,1+ year,生化科技研發業,Biotech R&D,大學,Bachelor's Degree
研發類-EIP 副理 (CiCS),新竹市,Hsinchu City,中光電智能雲服股份有限公司,Java,5年以上,5+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
國網中心_AI 超級電腦管理專案工程師-台中/台南(計畫114_05_3),台中市,Taichung City,財團法人國家實驗研究院,,經歷不拘,Experience not required,政府／民意機關,Government,大學,Bachelor's Degree
Monitor系統工程師,新北市,New Taipei City,芯智科技股份有限公司,C++,1年以上,1+ year,其他半導體相關業,Other Semiconductor,專科,Associate Degree
資訊系統工程師(中港院區),台中市,Taichung City,澄清綜合醫院,,3年以上,3+ years,醫院,Hospitals,專科,Associate Degree
Golang 工程師,台北市,Taipei City,艾美斯科技有限公司,Git,3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
系統工程師／System engineer【Native Chinese Speaker】,台北市,Taipei City,威志企管顧問股份有限公司,"AWS, Azure, CSS, HTML, Javascript",經歷不拘,Experience not required,工商顧問服務業,Business Consulting,大學,Bachelor's Degree
Sr. Front-End engineer,台北市,Taipei City,美商昇迪凡科技術有限公司台灣分公司,"Angular, CSS, Git, HTML, Javascript, React, Vue",4年以上,4+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
(Sr.) C++ Developer - Fully Remote,台北市,Taipei City,Zealogics Taiwan_美商邏輯技術有限公司台灣分公司,C++,3年以上,3+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
資訊軟體約聘講師(台中),台中市,Taichung City,資展國際股份有限公司,"C#, Java, Javascript, Python, SQL",2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
應用軟體工程師,台南市,Tainan City,滿景資訊股份有限公司,,2年以上,2+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
